Latitude,Longitude,Date,StartTime,EndTime,Det Flow*
57.148295,-2.099331,24/04/2020,00:00,00:15,36
57.148295,-2.099331,24/04/2020,00:15,00:30,28
57.148295,-2.099331,24/04/2020,00:30,00:45,12
57.148295,-2.099331,24/04/2020,00:45,01:00,28
57.148295,-2.099331,24/04/2020,01:00,01:15,24
57.148295,-2.099331,24/04/2020,01:15,01:30,16
57.148295,-2.099331,24/04/2020,01:30,01:45,12
57.148295,-2.099331,24/04/2020,01:45,02:00,16
57.148295,-2.099331,24/04/2020,02:00,02:15,8
57.148295,-2.099331,24/04/2020,02:15,02:30,12
57.148295,-2.099331,24/04/2020,02:30,02:45,20
57.148295,-2.099331,24/04/2020,02:45,03:00,0
57.148295,-2.099331,24/04/2020,03:00,03:15,12
57.148295,-2.099331,24/04/2020,03:15,03:30,24
57.148295,-2.099331,24/04/2020,03:30,03:45,4
57.148295,-2.099331,24/04/2020,03:45,04:00,20
57.148295,-2.099331,24/04/2020,04:00,04:15,8
57.148295,-2.099331,24/04/2020,04:15,04:30,24
57.148295,-2.099331,24/04/2020,04:30,04:45,20
57.148295,-2.099331,24/04/2020,04:45,05:00,20
57.148295,-2.099331,24/04/2020,05:00,05:15,32
57.148295,-2.099331,24/04/2020,05:15,05:30,48
57.148295,-2.099331,24/04/2020,05:30,05:45,64
57.148295,-2.099331,24/04/2020,05:45,06:00,56
57.148295,-2.099331,24/04/2020,06:00,06:15,52
57.148295,-2.099331,24/04/2020,06:15,06:30,88
57.148295,-2.099331,24/04/2020,06:30,06:45,104
57.148295,-2.099331,24/04/2020,06:45,07:00,188
57.148295,-2.099331,24/04/2020,07:00,07:15,124
57.148295,-2.099331,24/04/2020,07:15,07:30,132
57.148295,-2.099331,24/04/2020,07:30,07:45,152
57.148295,-2.099331,24/04/2020,07:45,08:00,140
57.148295,-2.099331,24/04/2020,08:00,08:15,148
57.148295,-2.099331,24/04/2020,08:15,08:30,152
57.148295,-2.099331,24/04/2020,08:30,08:45,164
57.148295,-2.099331,24/04/2020,08:45,09:00,172
57.148295,-2.099331,24/04/2020,09:00,09:15,192
57.148295,-2.099331,24/04/2020,09:15,09:30,176
57.148295,-2.099331,24/04/2020,09:30,09:45,192
57.148295,-2.099331,24/04/2020,09:45,10:00,236
57.148295,-2.099331,24/04/2020,10:00,10:15,248
57.148295,-2.099331,24/04/2020,10:15,10:30,200
57.148295,-2.099331,24/04/2020,10:30,10:45,228
57.148295,-2.099331,24/04/2020,10:45,11:00,280
57.148295,-2.099331,24/04/2020,11:00,11:15,244
57.148295,-2.099331,24/04/2020,11:15,11:30,276
57.148295,-2.099331,24/04/2020,11:30,11:45,244
57.148295,-2.099331,24/04/2020,11:45,12:00,292
57.148295,-2.099331,24/04/2020,12:00,12:15,264
57.148295,-2.099331,24/04/2020,12:15,12:30,260
57.148295,-2.099331,24/04/2020,12:30,12:45,244
57.148295,-2.099331,24/04/2020,12:45,13:00,304
57.148295,-2.099331,24/04/2020,13:00,13:15,272
57.148295,-2.099331,24/04/2020,13:15,13:30,220
57.148295,-2.099331,24/04/2020,13:30,13:45,228
57.148295,-2.099331,24/04/2020,13:45,14:00,240
57.148295,-2.099331,24/04/2020,14:00,14:15,324
57.148295,-2.099331,24/04/2020,14:15,14:30,252
57.148295,-2.099331,24/04/2020,14:30,14:45,320
57.148295,-2.099331,24/04/2020,14:45,15:00,272
57.148295,-2.099331,24/04/2020,15:00,15:15,256
57.148295,-2.099331,24/04/2020,15:15,15:30,304
57.148295,-2.099331,24/04/2020,15:30,15:45,248
57.148295,-2.099331,24/04/2020,15:45,16:00,328
57.148295,-2.099331,24/04/2020,16:00,16:15,300
57.148295,-2.099331,24/04/2020,16:15,16:30,320
57.148295,-2.099331,24/04/2020,16:30,16:45,256
57.148295,-2.099331,24/04/2020,16:45,17:00,272
57.148295,-2.099331,24/04/2020,17:00,17:15,268
57.148295,-2.099331,24/04/2020,17:15,17:30,272
57.148295,-2.099331,24/04/2020,17:30,17:45,264
57.148295,-2.099331,24/04/2020,17:45,18:00,236
57.148295,-2.099331,24/04/2020,18:00,18:15,208
57.148295,-2.099331,24/04/2020,18:15,18:30,188
57.148295,-2.099331,24/04/2020,18:30,18:45,248
57.148295,-2.099331,24/04/2020,18:45,19:00,184
57.148295,-2.099331,24/04/2020,19:00,19:15,168
57.148295,-2.099331,24/04/2020,19:15,19:30,232
57.148295,-2.099331,24/04/2020,19:30,19:45,188
57.148295,-2.099331,24/04/2020,19:45,20:00,172
57.148295,-2.099331,24/04/2020,20:00,20:15,136
57.148295,-2.099331,24/04/2020,20:15,20:30,148
57.148295,-2.099331,24/04/2020,20:30,20:45,148
57.148295,-2.099331,24/04/2020,20:45,21:00,136
57.148295,-2.099331,24/04/2020,21:00,21:15,136
57.148295,-2.099331,24/04/2020,21:15,21:30,128
57.148295,-2.099331,24/04/2020,21:30,21:45,132
57.148295,-2.099331,24/04/2020,21:45,22:00,96
57.148295,-2.099331,24/04/2020,22:00,22:15,120
57.148295,-2.099331,24/04/2020,22:15,22:30,128
57.148295,-2.099331,24/04/2020,22:30,22:45,56
57.148295,-2.099331,24/04/2020,22:45,23:00,88
57.148295,-2.099331,24/04/2020,23:00,23:15,68
57.148295,-2.099331,24/04/2020,23:15,23:30,40
57.148295,-2.099331,24/04/2020,23:30,23:45,44
57.148295,-2.099331,24/04/2020,23:45,24:00:00,60
57.148295,-2.099331,25/04/2020,00:00,00:15,28
57.148295,-2.099331,25/04/2020,00:15,00:30,32
57.148295,-2.099331,25/04/2020,00:30,00:45,36
57.148295,-2.099331,25/04/2020,00:45,01:00,36
57.148295,-2.099331,25/04/2020,01:00,01:15,12
57.148295,-2.099331,25/04/2020,01:15,01:30,32
57.148295,-2.099331,25/04/2020,01:30,01:45,16
57.148295,-2.099331,25/04/2020,01:45,02:00,16
57.148295,-2.099331,25/04/2020,02:00,02:15,20
57.148295,-2.099331,25/04/2020,02:15,02:30,8
57.148295,-2.099331,25/04/2020,02:30,02:45,32
57.148295,-2.099331,25/04/2020,02:45,03:00,12
57.148295,-2.099331,25/04/2020,03:00,03:15,0
57.148295,-2.099331,25/04/2020,03:15,03:30,0
57.148295,-2.099331,25/04/2020,03:30,03:45,16
57.148295,-2.099331,25/04/2020,03:45,04:00,12
57.148295,-2.099331,25/04/2020,04:00,04:15,4
57.148295,-2.099331,25/04/2020,04:15,04:30,8
57.148295,-2.099331,25/04/2020,04:30,04:45,24
57.148295,-2.099331,25/04/2020,04:45,05:00,16
57.148295,-2.099331,25/04/2020,05:00,05:15,20
57.148295,-2.099331,25/04/2020,05:15,05:30,16
57.148295,-2.099331,25/04/2020,05:30,05:45,28
57.148295,-2.099331,25/04/2020,05:45,06:00,40
57.148295,-2.099331,25/04/2020,06:00,06:15,48
57.148295,-2.099331,25/04/2020,06:15,06:30,84
57.148295,-2.099331,25/04/2020,06:30,06:45,52
57.148295,-2.099331,25/04/2020,06:45,07:00,72
57.148295,-2.099331,25/04/2020,07:00,07:15,88
57.148295,-2.099331,25/04/2020,07:15,07:30,120
57.148295,-2.099331,25/04/2020,07:30,07:45,92
57.148295,-2.099331,25/04/2020,07:45,08:00,88
57.148295,-2.099331,25/04/2020,08:00,08:15,88
57.148295,-2.099331,25/04/2020,08:15,08:30,68
57.148295,-2.099331,25/04/2020,08:30,08:45,104
57.148295,-2.099331,25/04/2020,08:45,09:00,100
57.148295,-2.099331,25/04/2020,09:00,09:15,56
57.148295,-2.099331,25/04/2020,09:15,09:30,132
57.148295,-2.099331,25/04/2020,09:30,09:45,116
57.148295,-2.099331,25/04/2020,09:45,10:00,176
57.148295,-2.099331,25/04/2020,10:00,10:15,160
57.148295,-2.099331,25/04/2020,10:15,10:30,204
57.148295,-2.099331,25/04/2020,10:30,10:45,160
57.148295,-2.099331,25/04/2020,10:45,11:00,160
57.148295,-2.099331,25/04/2020,11:00,11:15,208
57.148295,-2.099331,25/04/2020,11:15,11:30,176
57.148295,-2.099331,25/04/2020,11:30,11:45,200
57.148295,-2.099331,25/04/2020,11:45,12:00,156
57.148295,-2.099331,25/04/2020,12:00,12:15,228
57.148295,-2.099331,25/04/2020,12:15,12:30,224
57.148295,-2.099331,25/04/2020,12:30,12:45,260
57.148295,-2.099331,25/04/2020,12:45,13:00,212
57.148295,-2.099331,25/04/2020,13:00,13:15,248
57.148295,-2.099331,25/04/2020,13:15,13:30,256
57.148295,-2.099331,25/04/2020,13:30,13:45,244
57.148295,-2.099331,25/04/2020,13:45,14:00,296
57.148295,-2.099331,25/04/2020,14:00,14:15,268
57.148295,-2.099331,25/04/2020,14:15,14:30,296
57.148295,-2.099331,25/04/2020,14:30,14:45,312
57.148295,-2.099331,25/04/2020,14:45,15:00,300
57.148295,-2.099331,25/04/2020,15:00,15:15,288
57.148295,-2.099331,25/04/2020,15:15,15:30,316
57.148295,-2.099331,25/04/2020,15:30,15:45,168
57.148295,-2.099331,25/04/2020,15:45,16:00,212
57.148295,-2.099331,25/04/2020,16:00,16:15,216
