Site,Day,Date,StartTime,EndTime,Det Flow*
N01111V1,WE,16-10-2019,00:00,00:15,128
N01111V1,WE,16-10-2019,00:15,00:30,112
N01111V1,WE,16-10-2019,00:30,00:45,72
N01111V1,WE,16-10-2019,00:45,01:00,84
N01111V1,WE,16-10-2019,01:00,01:15,68
N01111V1,WE,16-10-2019,01:15,01:30,64
N01111V1,WE,16-10-2019,01:30,01:45,76
N01111V1,WE,16-10-2019,01:45,02:00,28
N01111V1,WE,16-10-2019,02:00,02:15,96
N01111V1,WE,16-10-2019,02:15,02:30,100
N01111V1,WE,16-10-2019,02:30,02:45,108
N01111V1,WE,16-10-2019,02:45,03:00,104
N01111V1,WE,16-10-2019,03:00,03:15,60
N01111V1,WE,16-10-2019,03:15,03:30,52
N01111V1,WE,16-10-2019,03:30,03:45,36
N01111V1,WE,16-10-2019,03:45,04:00,64
N01111V1,WE,16-10-2019,04:00,04:15,72
N01111V1,WE,16-10-2019,04:15,04:30,48
N01111V1,WE,16-10-2019,04:30,04:45,12
N01111V1,WE,16-10-2019,04:45,05:00,80
N01111V1,WE,16-10-2019,05:00,05:15,48
N01111V1,WE,16-10-2019,05:15,05:30,104
N01111V1,WE,16-10-2019,05:30,05:45,112
N01111V1,WE,16-10-2019,05:45,06:00,140
N01111V1,WE,16-10-2019,06:00,06:15,148
N01111V1,WE,16-10-2019,06:15,06:30,244
N01111V1,WE,16-10-2019,06:30,06:45,288
N01111V1,WE,16-10-2019,06:45,07:00,304
N01111V1,WE,16-10-2019,07:00,07:15,352
N01111V1,WE,16-10-2019,07:15,07:30,376
N01111V1,WE,16-10-2019,07:30,07:45,472
N01111V1,WE,16-10-2019,07:45,08:00,500
N01111V1,WE,16-10-2019,08:00,08:15,432
N01111V1,WE,16-10-2019,08:15,08:30,512
N01111V1,WE,16-10-2019,08:30,08:45,548
N01111V1,WE,16-10-2019,08:45,09:00,404
N01111V1,WE,16-10-2019,09:00,09:15,348
N01111V1,WE,16-10-2019,09:15,09:30,388
N01111V1,WE,16-10-2019,09:30,09:45,368
N01111V1,WE,16-10-2019,09:45,10:00,296
N01111V1,WE,16-10-2019,10:00,10:15,296
N01111V1,WE,16-10-2019,10:15,10:30,384
N01111V1,WE,16-10-2019,10:30,10:45,376
N01111V1,WE,16-10-2019,10:45,11:00,364
N01111V1,WE,16-10-2019,11:00,11:15,432
N01111V1,WE,16-10-2019,11:15,11:30,416
N01111V1,WE,16-10-2019,11:30,11:45,360
N01111V1,WE,16-10-2019,11:45,12:00,400
N01111V1,WE,16-10-2019,12:00,12:15,400
N01111V1,WE,16-10-2019,12:15,12:30,440
N01111V1,WE,16-10-2019,12:30,12:45,420
N01111V1,WE,16-10-2019,12:45,13:00,432
N01111V1,WE,16-10-2019,13:00,13:15,484
N01111V1,WE,16-10-2019,13:15,13:30,448
N01111V1,WE,16-10-2019,13:30,13:45,456
N01111V1,WE,16-10-2019,13:45,14:00,388
N01111V1,WE,16-10-2019,14:00,14:15,540
N01111V1,WE,16-10-2019,14:15,14:30,404
N01111V1,WE,16-10-2019,14:30,14:45,456
N01111V1,WE,16-10-2019,14:45,15:00,448
N01111V1,WE,16-10-2019,15:00,15:15,440
N01111V1,WE,16-10-2019,15:15,15:30,480
N01111V1,WE,16-10-2019,15:30,15:45,440
N01111V1,WE,16-10-2019,15:45,16:00,452
N01111V1,WE,16-10-2019,16:00,16:15,460
N01111V1,WE,16-10-2019,16:15,16:30,492
N01111V1,WE,16-10-2019,16:30,16:45,544
N01111V1,WE,16-10-2019,16:45,17:00,512
N01111V1,WE,16-10-2019,17:00,17:15,492
N01111V1,WE,16-10-2019,17:15,17:30,468
N01111V1,WE,16-10-2019,17:30,17:45,468
N01111V1,WE,16-10-2019,17:45,18:00,460
